SKU,Product,Location,Unit Price,Current stock,Current Stock Value (By purchase price),Current Stock Value (By sale price),Potential profit,Total unit sold,Total Unit Transfered,Total Unit Adjusted
1592,"TANKI BUSH 3/4""x1"" (AAM)",BILAL TRADERS LH,80,220,18350,17600,-750,46,0,0
1593,THUMBLE (PVC) UNIQUE,BILAL TRADERS LH,350,46,11500,16100,4600,4,0,0
1594,THUMBLE (PVC AAM) STEEL-X,BILAL TRADERS LH,75,48,2880,3600,720,14,0,0
1595,TISSUE HOLDER (CP),BILAL TRADERS LH,160,23,2875,3680,805,6,0,0
1596,TOTI 2.5 NO (CROME),BILAL TRADERS LH,230,103,20600,23690,3090,0,0,0
1597,TOTI 2.5 NO (GOLDEN),BILAL TRADERS LH,190,297,57430,56430,-1000,54,0,0
1598,TOTI 3 NO (CROME),BILAL TRADERS LH,290,72,17840,20880,3040,0,0,0
1599,TOTI 3 NO (GOLDEN),BILAL TRADERS LH,280,304,71040,85120,14080,6,0,0
1600,TOTI (CHINA HEAD),BILAL TRADERS LH,110,12,1080,1320,240,60,0,0
1601,TOTI (PLASTIC) TAJ,BILAL TRADERS LH,200,80,12000,16000,4000,76,0,0
1602,TOTI (PLASTIC) ABT,BILAL TRADERS LH,23,188,4512,4324,-188,62,0,0
1603,TOWEL RING (CP),BILAL TRADERS LH,200,15,2550,3000,450,8,0,0
1604,TOWEL ROD (CP),BILAL TRADERS LH,190,30,5100,5700,600,20,0,0
1605,U NECK (BARI),BILAL TRADERS LH,230,143,27170,32890,5720,54,0,0
1606,U NECK (CHOTI),BILAL TRADERS LH,170,164,27880,27880,0,155,0,0
1607,U NECK (DERMIANI),BILAL TRADERS LH,195,78,12480,15210,2730,0,0,0
1608,"UNDER GROUND 1/2""",,780,0,,0,0,0,0,0
1609,"UNDER GROUND 3/4"" MASTER",BILAL TRADERS LH,780,42,26880,32760,5880,0,0,0
1610,UNION CHECK VALVE,BILAL TRADERS LH,1700,7,10360,11900,1540,0,0,0
1611,UNION CHECK VALVE 25 MM,BILAL TRADERS LH,950,10,7700,9500,1800,0,0,0
1612,UNION CHECK VALVE 32 MM,BILAL TRADERS LH,950,10,7700,9500,1800,0,0,0
1613,VANITY MIXTURE (CP LONG),BILAL TRADERS LH,1800,9,11250,16200,4950,0,0,0
1614,VANITY MIXTURE (PULL OUT),,2400,0,,0,0,0,0,0
1615,VANITY MIXTURE (SUS304),BILAL TRADERS LH,1820,1,1300,1820,520,0,0,0
1616,FLOOR WASTE VIP/SAMEER (COLOR),BILAL TRADERS LH,72,439,28535,31608,3073,208,0,0
1617,WALL SHOWER LEG,,290,0,,0,0,0,0,0
1618,WALL SHOWER ROD 4 FOOT (COLOR AAM),BILAL TRADERS LH,240,176,17600,42240,24640,4,0,0
1619,WALL SHOWER ROD 5 FOOT (COLOR BHARI),BILAL TRADERS LH,300,69,11730,20700,8970,10,0,0
1620,WALL SHOWER ROD 4 FOOT (CP AAM),BILAL TRADERS LH,160,47,3760,7520,3760,0,0,0
1621,WALL SHOWER ROD 4 FOOT (CP BHARI),BILAL TRADERS LH,220,74,8880,16280,7400,5,0,0
1622,WALL SHOWER ROD 5 FOOT (CP AAM),BILAL TRADERS LH,220,28,2800,6160,3360,0,0,0
1623,WALL SHOWER ROD 5 FOOT (CP BHARI),BILAL TRADERS LH,260,33,4620,8580,3960,0,0,0
1624,WASHER (GODAY),BILAL TRADERS LH,110,46 GS,4140,5060,920,0 GS,0 GS,0 GS
1625,WASHER (NYLON CONNECTION),BILAL TRADERS LH,60,32 GS,1600,1920,320,13 GS,0 GS,0 GS
1626,WASHER (SINK MIXTURE),BILAL TRADERS LH,110,362 GS,32580,39820,7240,5 GS,0 GS,0 GS
1627,WASTE (CROME BRASS),BILAL TRADERS LH,235,1,195,235,40,0,0,0
1628,WASTE (GOLDEN BRASS),BILAL TRADERS LH,265,36,7920,9540,1620,0,0,0
1629,WASTE PIPE (CP),BILAL TRADERS LH,140,119,13685,16660,2975,0,0,0
1630,WASTE PIPE (GREY) AAM,BILAL TRADERS LH,63,142,7100,8946,1846,514,0,0
1631,WASTE PIPE (GREY) BHARI,BILAL TRADERS LH,76,221,13923,16796,2873,126,0,0
1632,WASTE PIPE (WHITE) MANAV,BILAL TRADERS LH,71,0,0,0,0,9,0,0
1633,WASTE PIPE (GREY) WITHOUT WASTE,BILAL TRADERS LH,39,332,10024,12948,2924,36,0,0
1634,WASTE (PLASTIC),BILAL TRADERS LH,50,336,13440,16800,3360,132,0,0
1635,COMPLETE BATH SET MASTER CP,BILAL TRADERS LH,6120,4,20400,24480,4080,16,0,0
1636,"STEEL JALI GOOL 3"" (MS)",,120,0,,0,0,0,0,0
1637,"STEEL JALI GOL 3""(MS)",BILAL TRADERS LH,120,10,960,1200,240,0,0,0
1638,"SINK BOWL 14""x17"" SUPREME AFZAL",BILAL TRADERS LH,1375,1,1100,1375,275,1,0,0
1639,"COLOR TUBE 24"" MORNING",BILAL TRADERS LH,162.5,0,0,0,0,90,0,0
1640,"MAIN HOLE COVER (PVC) 15""x15"" GOOD LUCK MASTER",BILAL TRADERS LH,580,19,8740,11020,2280,4,0,0
1641,SINGLE MUSLIM SHOWER TAPSUN (CP),BILAL TRADERS LH,162.5,1,130,162.5,32.5,0,0,0
1642,COMPLETE MUSLIM SHOWER RSS (COLOR),BILAL TRADERS LH,512.5,3,1230,1537.5,307.5,0,0,0
1643,JET SHOWER CHORUS TESLA (COLOR),BILAL TRADERS LH,162.5,4,520,650,130,0,0,0
1644,FLOOR WASTE ICON (STEEL),BILAL TRADERS LH,206.25,49,8085,10106.25,2021.25,51,0,0
1645,COMPLETE BATH SET PROJECT CP,BILAL TRADERS LH,10875,6,52200,65250,13050,0,0,0
1646,VANITY MIXTURE BLACK,BILAL TRADERS LH,3250,2,5200,6500,1300,2,0,0
1647,VANITY MIXTURE CP CHORUS,BILAL TRADERS LH,3250,4,10400,13000,2600,0,0,0
1648,COMPLETE BATH SET MOON CP,BILAL TRADERS LH,6625,5,26500,33125,6625,0,0,0
1649,COMPLETE BATH SET CHORUS CP,BILAL TRADERS LH,6625,8,42400,53000,10600,0,0,0
1650,COMPLETE BATH SET DIAMOND CP,BILAL TRADERS LH,6625,2,10600,13250,2650,3,0,0
1651,COMPLETE BATH SET GROHI CP,BILAL TRADERS LH,6625,2,10600,13250,2650,0,0,0
1652,COMPLETE BATH SET F-6,BILAL TRADERS LH,7000,0,0,0,0,1,0,0
1653,BIB COCK POWER,BILAL TRADERS LH,500,1,400,500,100,0,0,0
1654,SINK MIXTURE POWER,BILAL TRADERS LH,1625,1,1300,1625,325,0,0,0
1655,BASIN MIXTURE UMAR SAGA,BILAL TRADERS LH,1000,1,800,1000,200,0,0,0
1656,VANITY MIXTURE NEW (BLACK),BILAL TRADERS LH,1750,1,1400,1750,350,0,0,0
Total:,Total:,Total:,Total:,"56,676.00","₨ 9,672,801.61","₨ 11,379,281.50","₨ 1,706,479.89","15,796.00",0,0
